company,email,country,industry
PlanetScale,careers@planetscale.com,Global/Remote,Dev Tools
Fly.io,careers@fly.io,Global/Remote,Cloud
Railway,team@railway.app,Global/Remote,Cloud
Render,careers@render.com,Global/Remote,Cloud
Cloudflare,careers@cloudflare.com,Global/Remote,Cloud/Security
Sentry,careers@sentry.io,Global/Remote,Dev Tools
Linear,careers@linear.app,Global/Remote,SaaS
Postman,careers@postman.com,Global/Remote,Dev Tools
GitHub,careers@github.com,Global/Remote,Dev Tools
JetBrains,careers@jetbrains.com,Global/Remote,Dev Tools
Replit,careers@repl.it,Global/Remote,Dev Tools
Retool,careers@retool.com,Global/Remote,No-code
AppSmith,careers@appsmith.com,Global/Remote,No-code
n8n,careers@n8n.io,Global/Remote,Automation
Make,careers@make.com,Global/Remote,Automation
Zapier,jobs@zapier.com,Global/Remote,Automation
Tines,careers@tines.com,Global/Remote,Automation
Webflow,careers@webflow.com,Global/Remote,No-code
Bubble,careers@bubble.io,Global/Remote,No-code
Airtable,careers@airtable.com,Global/Remote,SaaS
Notion,jobs@makenotion.com,Global/Remote,SaaS
Coda,careers@coda.io,Global/Remote,SaaS
ClickUp,careers@clickup.com,Global/Remote,SaaS
Monday.com,careers@monday.com,Global/Remote,SaaS
Asana,jobs@asana.com,Global/Remote,SaaS
Basecamp,jobs@basecamp.com,Global/Remote,SaaS
Doist,careers@doist.com,Global/Remote,SaaS
Loom,careers@loom.com,Global/Remote,SaaS
Miro,careers@miro.com,Global/Remote,SaaS
Figma,careers@figma.com,Global/Remote,Design
Canva,careers@canva.com,Global/Remote,Design
Sketch,careers@sketch.com,Global/Remote,Design
InVision,careers@invisionapp.com,Global/Remote,Design
Framer,careers@framer.com,Global/Remote,Design
Hotjar,careers@hotjar.com,Global/Remote,Analytics
Amplitude,careers@amplitude.com,Global/Remote,Analytics
Mixpanel,careers@mixpanel.com,Global/Remote,Analytics
PostHog,careers@posthog.com,Global/Remote,Analytics
FullStory,careers@fullstory.com,Global/Remote,Analytics
Heap,careers@heap.io,Global/Remote,Analytics
Segment,careers@segment.com,Global/Remote,Data
Snowflake,careers@snowflake.com,Global/Remote,Data
dbt Labs,careers@getdbt.com,Global/Remote,Data
Airbyte,careers@airbyte.com,Global/Remote,Data
Fivetran,careers@fivetran.com,Global/Remote,Data
Hightouch,careers@hightouch.com,Global/Remote,Data
Hugging Face,careers@huggingface.co,Global/Remote,AI/ML
Scale AI,careers@scale.com,Global/Remote,AI/ML
Cohere,careers@cohere.com,Global/Remote,AI/ML
Stability AI,careers@stability.ai,Global/Remote,AI/ML
Runway ML,careers@runwayml.com,Global/Remote,AI/ML
Perplexity AI,careers@perplexity.ai,Global/Remote,AI
Mistral AI,careers@mistral.ai,Global/Remote,AI
Together AI,careers@together.ai,Global/Remote,AI
Groq,careers@groq.com,Global/Remote,AI/Hardware
Replicate,careers@replicate.com,Global/Remote,AI
AssemblyAI,careers@assemblyai.com,Global/Remote,AI
ElevenLabs,careers@elevenlabs.io,Global/Remote,AI/Voice
Synthesia,careers@synthesia.io,Global/Remote,AI/Video
Descript,careers@descript.com,Global/Remote,AI/Audio
Grammarly,careers@grammarly.com,Global/Remote,AI/Writing
Weights & Biases,careers@wandb.com,Global/Remote,AI/ML
Jasper AI,careers@jasper.ai,Global/Remote,AI/Writing
Copy.ai,careers@copy.ai,Global/Remote,AI/Writing
Writesonic,careers@writesonic.com,Global/Remote,AI/Writing
Character AI,careers@character.ai,Global/Remote,AI
Midjourney,careers@midjourney.com,Global/Remote,AI/Image
Leonardo AI,careers@leonardo.ai,Global/Remote,AI/Image
Stripe,careers@stripe.com,Global/Remote,Fintech
Brex,careers@brex.com,Global/Remote,Fintech
Ramp,careers@ramp.com,Global/Remote,Fintech
Plaid,careers@plaid.com,Global/Remote,Fintech API
Chime,careers@chime.com,Global/Remote,Neobank
Revolut,careers@revolut.com,Global/Remote,Neobank
Wise,careers@wise.com,Global/Remote,Fintech
Coinbase,careers@coinbase.com,Global/Remote,Crypto
Binance,careers@binance.com,Global/Remote,Crypto
Kraken,careers@kraken.com,Global/Remote,Crypto
Ripple,careers@ripple.com,Global/Remote,Crypto
Chainalysis,careers@chainalysis.com,Global/Remote,Crypto
Alchemy,careers@alchemy.com,Global/Remote,Web3
ConsenSys,careers@consensys.net,Global/Remote,Web3
Paddle,careers@paddle.com,Global/Remote,Fintech/SaaS
Chargebee,careers@chargebee.com,Global/Remote,Fintech/SaaS
Zuora,careers@zuora.com,Global/Remote,Fintech/SaaS
HubSpot,jobs@hubspot.com,Global/Remote,SaaS/CRM
Salesforce,careers@salesforce.com,Global/Remote,SaaS/CRM
Intercom,careers@intercom.com,Global/Remote,SaaS
Zendesk,careers@zendesk.com,Global/Remote,SaaS
Freshworks,careers@freshworks.com,Global/Remote,SaaS
Pendo,careers@pendo.io,Global/Remote,SaaS
Gainsight,careers@gainsight.com,Global/Remote,SaaS
Typeform,careers@typeform.com,Global/Remote,SaaS
Mailchimp,careers@mailchimp.com,Global/Remote,Marketing Tech
Klaviyo,careers@klaviyo.com,Global/Remote,Marketing Tech
ActiveCampaign,careers@activecampaign.com,Global/Remote,Marketing
Brevo,careers@brevo.com,Global/Remote,Marketing Tech
ConvertKit,careers@convertkit.com,Global/Remote,Marketing
Beehiiv,careers@beehiiv.com,Global/Remote,Newsletter
Twilio,careers@twilio.com,Global/Remote,Communications API
Sendgrid,careers@sendgrid.com,Global/Remote,Communications
Vonage,careers@vonage.com,Global/Remote,Communications
MessageBird,careers@messagebird.com,Global/Remote,Communications
Auth0,careers@auth0.com,Global/Remote,Security
Clerk,careers@clerk.dev,Global/Remote,Security
WorkOS,careers@workos.com,Global/Remote,Security
1Password,careers@1password.com,Global/Remote,Security
Bitwarden,careers@bitwarden.com,Global/Remote,Security
Wiz,careers@wiz.io,Global/Remote,Security
Snyk,careers@snyk.io,Global/Remote,Security
HashiCorp,careers@hashicorp.com,Global/Remote,DevOps
Datadog,careers@datadoghq.com,Global/Remote,DevOps
New Relic,careers@newrelic.com,Global/Remote,DevOps
Grafana Labs,careers@grafana.com,Global/Remote,DevOps
Kong,careers@konghq.com,Global/Remote,API
Contentful,careers@contentful.com,Global/Remote,CMS
Sanity,careers@sanity.io,Global/Remote,CMS
Ghost,careers@ghost.org,Global/Remote,CMS
Shopify,careers@shopify.com,Global/Remote,E-commerce
BigCommerce,careers@bigcommerce.com,Global/Remote,E-commerce
Workday,careers@workday.com,Global/Remote,HR Tech
BambooHR,careers@bamboohr.com,Global/Remote,HR Tech
Gusto,careers@gusto.com,Global/Remote,HR Tech
Rippling,careers@rippling.com,Global/Remote,HR Tech
Lattice,careers@lattice.com,Global/Remote,HR Tech
Culture Amp,careers@cultureamp.com,Global/Remote,HR Tech
Personio,careers@personio.com,Global/Remote,HR Tech
HiBob,careers@hibob.com,Global/Remote,HR Tech
Coursera,careers@coursera.org,Global/Remote,EdTech
Udemy,careers@udemy.com,Global/Remote,EdTech
Pluralsight,careers@pluralsight.com,Global/Remote,EdTech
Skillshare,careers@skillshare.com,Global/Remote,EdTech
Duolingo,careers@duolingo.com,Global/Remote,EdTech
Codecademy,careers@codecademy.com,Global/Remote,EdTech
Scrimba,careers@scrimba.com,Global/Remote,EdTech
Frontend Masters,careers@frontendmasters.com,Global/Remote,EdTech
Linear B,careers@linearb.io,Global/Remote,Dev Tools
Shortcut,careers@shortcut.com,Global/Remote,SaaS
Height,careers@height.app,Global/Remote,SaaS
Plane,careers@plane.so,Global/Remote,SaaS
Jira (Atlassian),careers@atlassian.com,Global/Remote,SaaS
Confluence,careers2@atlassian.com,Global/Remote,SaaS
Trello,careers3@atlassian.com,Global/Remote,SaaS
Slack,careers@slack.com,Global/Remote,SaaS
Zoom,careers@zoom.us,Global/Remote,SaaS
Dropbox,careers@dropbox.com,Global/Remote,SaaS
Box,careers@box.com,Global/Remote,SaaS
Calendly,careers@calendly.com,Global/Remote,SaaS
Doodle,careers@doodle.com,Global/Remote,SaaS
SavvyCal,careers@savvycal.com,Global/Remote,SaaS
Cal.com,careers@cal.com,Global/Remote,SaaS
Lark Suite,careers@larksuite.com,Global/Remote,SaaS
Twist,careers@twist.com,Global/Remote,SaaS
Fathom,careers@fathom.video,Global/Remote,AI
Grain,careers@grain.com,Global/Remote,AI
Fireflies,careers@fireflies.ai,Global/Remote,AI
Otter AI,careers@otter.ai,Global/Remote,AI
Krisp,careers@krisp.ai,Global/Remote,AI
Claap,careers@claap.io,Global/Remote,SaaS
Tella,careers@tella.tv,Global/Remote,SaaS
Zight,careers@zight.com,Global/Remote,SaaS
Screencastify,careers@screencastify.com,Global/Remote,SaaS
Lottiefiles,careers@lottiefiles.com,Global/Remote,Design
Iconify,careers@iconify.design,Global/Remote,Design
Storyset,careers@storyset.com,Global/Remote,Design
Undraw,careers@undraw.co,Global/Remote,Design
Pexels,careers@pexels.com,Global/Remote,Media
Unsplash,careers@unsplash.com,Global/Remote,Media
Veed.io,careers@veed.io,Global/Remote,AI/Video
Kapwing,careers@kapwing.com,Global/Remote,AI/Video
Clipchamp,careers@clipchamp.com,Global/Remote,AI/Video
Submagic,careers@submagic.co,Global/Remote,AI/Video
Pika Labs,careers@pika.art,Global/Remote,AI/Video
Opus Clip,careers@opus.pro,Global/Remote,AI/Video
Riverside FM,careers@riverside.fm,Global/Remote,SaaS
Buzzsprout,careers@buzzsprout.com,Global/Remote,Podcast Tech
Transistor FM,careers@transistor.fm,Global/Remote,Podcast Tech
Anchor FM,careers@anchor.fm,Global/Remote,Podcast Tech
Podcastle,careers@podcastle.ai,Global/Remote,AI/Audio
Cleanvoice,careers@cleanvoice.ai,Global/Remote,AI/Audio
Auphonic,careers@auphonic.com,Global/Remote,AI/Audio
Resemble AI,careers@resemble.ai,Global/Remote,AI/Voice
Play.ht,careers@play.ht,Global/Remote,AI/Voice
Murf AI,careers@murf.ai,Global/Remote,AI/Voice
Speechify,careers@speechify.com,Global/Remote,AI/Voice
Listnr,careers@listnr.tech,Global/Remote,AI/Voice
Taplio,careers@taplio.com,Global/Remote,Marketing
Hypefury,careers@hypefury.com,Global/Remote,Marketing
Buffer Remote,hello@buffer.com,Global/Remote,SaaS
Hootsuite,careers@hootsuite.com,Global/Remote,Marketing
Sprout Social,careers@sproutsocial.com,Global/Remote,Marketing
Later,careers@later.com,Global/Remote,Marketing
Publer,careers@publer.io,Global/Remote,Marketing
SocialBee,careers@socialbee.com,Global/Remote,Marketing
MeetEdgar,careers@meetedgar.com,Global/Remote,Marketing
Sendible,careers@sendible.com,Global/Remote,Marketing
Agorapulse,careers@agorapulse.com,Global/Remote,Marketing
Planable,careers@planable.io,Global/Remote,Marketing
Kontentino,careers@kontentino.com,Global/Remote,Marketing
Iconosquare,careers@iconosquare.com,Global/Remote,Marketing
Semrush,careers@semrush.com,Global/Remote,Marketing
Ahrefs,careers@ahrefs.com,Global/Remote,Marketing
Moz,careers@moz.com,Global/Remote,Marketing
Screaming Frog,careers@screamingfrog.co.uk,Global/Remote,Marketing
Surfer SEO,careers@surferseo.com,Global/Remote,Marketing
Frase,careers@frase.io,Global/Remote,AI/Marketing
MarketMuse,careers@marketmuse.com,Global/Remote,AI/Marketing
Clearscope,careers@clearscope.io,Global/Remote,Marketing
BrightEdge,careers@brightedge.com,Global/Remote,Marketing
Conductor,careers@conductor.com,Global/Remote,Marketing
SE Ranking,careers@seranking.com,Global/Remote,Marketing
Mangools,careers@mangools.com,Global/Remote,Marketing
Ubersuggest,careers@ubersuggest.com,Global/Remote,Marketing
Wordstream,careers@wordstream.com,Global/Remote,Marketing
SpyFu,careers@spyfu.com,Global/Remote,Marketing
iSpionage,careers@ispionage.com,Global/Remote,Marketing
Similarweb,careers@similarweb.com,Global/Remote,Analytics
Alexa,careers@alexa.com,Global/Remote,Analytics
SimilarWeb2,info@similarweb.com,Global/Remote,Analytics
Statista,careers@statista.com,Global/Remote,Data
Exploding Topics,careers@explodingtopics.com,Global/Remote,Data
Glimpse,careers@meetglimpse.com,Global/Remote,Data
SparkToro,careers@sparktoro.com,Global/Remote,Marketing
Audiense,careers@audiense.com,Global/Remote,Marketing
Brandwatch,careers@brandwatch.com,Global/Remote,Marketing
Mention,careers@mention.com,Global/Remote,Marketing
Awario,careers@awario.com,Global/Remote,Marketing
Brand24,careers@brand24.com,Global/Remote,Marketing
Talkwalker,careers@talkwalker.com,Global/Remote,Marketing
Meltwater Remote,careers.remote@meltwater.com,Global/Remote,Marketing
Cision,careers@cision.com,Global/Remote,PR Tech
Muck Rack,careers@muckrack.com,Global/Remote,PR Tech
Prowly,careers@prowly.com,Global/Remote,PR Tech
Press Hunt,careers@presshunt.co,Global/Remote,PR Tech
HARO,careers@haro.com,Global/Remote,PR Tech
Qwoted,careers@qwoted.com,Global/Remote,PR Tech
SourceBottle,careers@sourcebottle.com,Global/Remote,PR Tech
Sourcery,careers@sourcery.ai,Global/Remote,Dev Tools
Tabnine,careers@tabnine.com,Global/Remote,Dev Tools
Kite,careers@kite.com,Global/Remote,Dev Tools
Pieces,careers@pieces.app,Global/Remote,Dev Tools
GitLens,careers@gitkraken.com,Global/Remote,Dev Tools
GitKraken,info@gitkraken.com,Global/Remote,Dev Tools
Tower Git,careers@git-tower.com,Global/Remote,Dev Tools
Fork,careers@fork.dev,Global/Remote,Dev Tools
Sublime Merge,careers@sublimetext.com,Global/Remote,Dev Tools
Kaleidoscope,careers@kaleidoscope.app,Global/Remote,Dev Tools
Polypane,careers@polypane.app,Global/Remote,Dev Tools
ResponsivelyApp,careers@responsively.app,Global/Remote,Dev Tools
Sizzy,careers@sizzy.co,Global/Remote,Dev Tools
PixelSnap,careers@getpixelsnap.com,Global/Remote,Dev Tools
Zeplin,careers@zeplin.io,Global/Remote,Design
Avocode,careers@avocode.com,Global/Remote,Design
Sympli,careers@sympli.io,Global/Remote,Design
Supernova,careers@supernova.io,Global/Remote,Design
Anima,careers@animaapp.com,Global/Remote,Design
UXPin,careers@uxpin.com,Global/Remote,Design
Axure,careers@axure.com,Global/Remote,Design
Mockplus,careers@mockplus.com,Global/Remote,Design
Balsamiq,careers@balsamiq.com,Global/Remote,Design
Whimsical,careers@whimsical.com,Global/Remote,Design
Moqups,careers@moqups.com,Global/Remote,Design
Justinmind,careers@justinmind.com,Global/Remote,Design
Marvel App,careers@marvelapp.com,Global/Remote,Design
Proto.io,careers@proto.io,Global/Remote,Design
Origami Studio,careers@facebook.com,Global/Remote,Design
Principle,careers@principleformac.com,Global/Remote,Design
Jumia Africa HQ,careers@jumia.com,Pan-African,E-commerce
Chipper Cash HQ,hello@chippercash.com,Pan-African,Fintech
MFS Africa,info@mfsafrica.com,Pan-African,Fintech
Zipline Africa,info@flyzipline.com,Pan-African,Drone Tech
AfriLabs,info@afrilabs.com,Pan-African,Tech Hub
Disrupt Africa,info@disrupt-africa.com,Pan-African,Media Tech
Google Africa,africa-careers@google.com,Pan-African,Big Tech
Microsoft Africa,africa-careers@microsoft.com,Pan-African,Big Tech
Meta Africa,africa-careers@meta.com,Pan-African,Big Tech
AWS Africa,africa-careers@amazon.com,Pan-African,Cloud
IBM Africa,africa-careers@ibm.com,Pan-African,Big Tech
Cisco Africa,africa-careers@cisco.com,Pan-African,Networking
Oracle Africa,africa-careers@oracle.com,Pan-African,Big Tech
SAP Africa,africa-careers@sap.com,Pan-African,ERP
Huawei Africa,africa-careers@huawei.com,Pan-African,Big Tech
Nokia Africa,africa-careers@nokia.com,Pan-African,Telecom
Ericsson Africa,africa-careers@ericsson.com,Pan-African,Telecom
Mastercard Africa,africa-careers@mastercard.com,Pan-African,Fintech
Visa Africa,africa-careers@visa.com,Pan-African,Fintech
Paypal Africa,africa-careers@paypal.com,Pan-African,Fintech
Standard Chartered Africa,africa-careers@sc.com,Pan-African,Fintech
Citibank Africa,africa-careers@citi.com,Pan-African,Fintech
Rand Merchant Bank Africa,info@rmb.co.za,Pan-African,Fintech
African Development Bank Tech,info@afdb.org,Pan-African,FinTech
